has_image,review_count,positive_ratio,avg_review_length,median_review_length,avg_like_count,median_like_count
N,46110,0.9711342441986553,41.82923443938408,31.0,0.3550856647148124,0.0
Y,489,0.9938650306748467,60.52760736196319,55.0,0.40081799591002043,0.0
