has_image,review_count,positive_ratio,avg_review_length,median_review_length,avg_like_count,median_like_count
N,45921,0.9711025456762701,41.96631170923978,31.0,0.35554539317523576,0.0
Y,489,0.9938650306748467,60.52760736196319,55.0,0.40081799591002043,0.0
