has_image,review_count,positive_ratio,avg_like_count,median_like_count,avg_review_length,median_review_length
N,46110,0.9711342441986553,0.3550856647148124,0.0,41.82923443938408,31.0
Y,489,0.9938650306748467,0.40081799591002043,0.0,60.52760736196319,55.0
