term,tfidf_mean
눈빛연기가,0.0007470212365689981
나의,0.0007460555724047109
빠져서,0.0007459190799033162
명절,0.0007445107521513877
보기에,0.0007442303202793284
웃음도,0.0007441022266396467
항상,0.0007418712985678335
전개,0.0007404508962624752
역사와,0.000740430495208674
아이와,0.0007402413124451359
마음으로,0.0007400947197016861
였습니다,0.0007360730258078564
처음에는,0.0007357718987503498
청령포,0.0007347980386501923
감히,0.0007339889887516126
잘하는,0.0007329834675850218
빼고,0.0007322238225367386
하드캐리,0.0007301340181886516
어느,0.0007291741614942679
것을,0.0007290475113472567
라는,0.0007283402051160081
장면은,0.0007274889268674854
초반에는,0.0007273498808704149
이해가,0.0007267228793413275
처연한,0.0007261525143402404
진심,0.0007244796758754608
호랑이가,0.0007228372583648349
없음,0.0007226505502169048
속에,0.0007213268861015309
조연,0.0007210101331685107
무엇보다,0.0007204755709799568
재밌었고,0.00071988020717227
점점,0.0007190614452798534
봤음,0.0007184960041514156
영화인데,0.0007169707311528874
극장,0.0007162182704062183
